lemma	pos	corpus_frequency	spoken_frequency	written_frequency	literature	meb	saha	tubitak	video	class	subclass	num_docs	mps	cd	pmw	zipf	length	sc
kuşgözü	NOUN	2	0	2	0	0	0	2	0	Other	other	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
kuşkonmaz	NOUN	9	4	5	2	0	0	3	4	Nature & Living Things	plants	8	3	0.002594033722	1.093904666	3.084736965	9	3
kuşku	NOUN	54	10	44	28	4	0	12	10	Emotions & Mental Processes	emotions	42	15	0.01361867704	6.563427996	3.825099655	5	2
kuşkucu	ADJ	1	0	1	0	0	0	1	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kuşkulandırmak	VERB	2	1	1	1	0	0	0	1	Personality, Values & Behavior	behavior	2	2	0.0006485084306	0.2430899258	2.56185822	14	5
kuşkulanmak	VERB	19	4	15	4	0	0	11	4	Emotions & Mental Processes	emotions	18	15	0.005836575875	2.309354295	3.385766961	11	4
kuşkulu	ADJ	12	3	9	8	0	0	1	3	Emotions & Mental Processes	emotions	11	4	0.003566796368	1.458539555	3.198680318	7	3
kuşkusuz	ADJ	7	1	6	2	1	0	3	1	Other	other	7	1	0.002269779507	0.8508147402	2.987826952	8	3
kuşkusuz	ADV	32	1	31	9	7	0	15	1	Personality, Values & Behavior	behavior	25	1	0.008106355383	3.889438812	3.603250905	8	3
kuşluk	NOUN	1	0	1	1	0	0	0	0	Time, Numbers & Measurement	time	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
kuşça	ADV	1	0	1	0	0	0	1	0	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
kuşçu	NOUN	56	40	16	13	1	0	2	40	Work & Economy	occupations	24	4	0.007782101167	6.806517922	3.840611821	5	2
kuşçubaşı	NOUN	86	0	86	86	0	0	0	0	Work & Economy	occupations	1	7	0.0003242542153	10.45286681	4.024256218	9	4
Kâbe	PROPN	272	71	201	106	93	1	2	70	Other	other	39	34	0.0126459144	33.0602299	4.520899612	4	1
kâbus	NOUN	171	101	70	66	0	0	4	101	Emotions & Mental Processes	emotions	114	42	0.03696498054	20.78418865	4.320265412	5	1
kâfi	ADJ	5	1	4	0	4	0	0	1	Other	other	3	1	0.0009727626459	0.6077248144	2.862888216	4	1
kâfir	NOUN	18	2	16	14	2	0	0	2	History, Politics & Religion	religion	8	7	0.002594033722	2.187809332	3.363490566	5	1
kâh	ADV	104	5	99	85	8	1	6	4	Education & Language	grammar	45	5	0.01459143969	12.64067614	4.105926264	3	0
kâhin	NOUN	17	11	6	4	0	0	2	11	History, Politics & Religion	belief	12	10	0.003891050584	2.066264369	3.34000947	5	1
kâhya	NOUN	12	0	12	11	0	0	1	0	Work & Economy	occupations	4	9	0.001297016861	1.458539555	3.198680318	5	1
kâinat	NOUN	91	10	81	69	11	0	1	10	Space, Shapes & Properties	space	43	24	0.01394293126	11.06059162	4.048524793	6	2
kâkül	NOUN	18	7	11	11	0	5	0	2	Health & Medicine	body	7	10	0.002269779507	2.187809332	3.363490566	5	1
kâm	NOUN	5	0	5	5	0	0	0	0	Emotions & Mental Processes	emotions	1	1	0.0003242542153	0.6077248144	2.862888216	3	0
kâmil	ADJ	1	1	0	0	0	0	0	1	Personality, Values & Behavior	morality	1	1	0.0003242542153	0.1215449629	2.385766961	5	1
kânun	NOUN	4	0	4	0	4	0	0	0	Time, Numbers & Measurement	time	3	2	0.0009727626459	0.4861798515	2.78370697	5	1
kâr	NOUN	155	88	67	11	51	0	5	88	Work & Economy	financial concepts	90	9	0.02918287938	18.83946925	4.277861564	3	0
kârlı	ADJ	10	2	8	6	1	0	1	2	Work & Economy	financial concepts	10	1	0.003242542153	1.215449629	3.126129651	5	1
kâse	NOUN	402	123	279	79	51	18	149	105	Home & Domestic Life	kitchen utensils	150	43	0.0486381323	48.86107508	4.690042011	4	1
kâtip	NOUN	23	6	17	13	1	0	3	6	Work & Economy	occupations	15	14	0.00486381323	2.795534146	3.464948207	5	1
Kâzım	PROPN	110	7	103	72	31	0	0	7	Other	other	10	4	0.003242542153	13.36994592	4.130059944	5	1
kâğıt	NOUN	5527	1036	4491	1165	1220	69	2106	967	Other	other	841	164	0.2726977951	671.7790099	5.827305	5	1
Kâğıt	PROPN	6	4	2	2	0	0	0	4	Other	other	4	2	0.001297016861	0.7292697773	2.929835005	5	1
kâğıtçı	NOUN	1	0	1	0	1	0	0	0	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	7	2
kâşif	NOUN	118	51	67	12	20	0	35	51	Work & Economy	occupations	48	23	0.01556420233	14.34230562	4.160283927	5	1
köfte	NOUN	644	447	197	90	92	20	15	427	Food & Nutrition	dishes	254	41	0.08236057069	78.2749561	4.89429668	5	2
köfteci	NOUN	15	11	4	2	2	0	0	11	Work & Economy	occupations	10	5	0.003242542153	1.823174443	3.288856948	7	3
köftehor	NOUN	16	1	15	5	10	0	0	1	Personality, Values & Behavior	love	10	2	0.003242542153	1.944719406	3.315185887	8	3
köhne	ADJ	7	4	3	3	0	0	0	4	Personality, Values & Behavior	appearance	6	1	0.001945525292	0.8508147402	2.987826952	5	2
kök	NOUN	839	106	733	230	80	3	423	103	Education & Language	grammar	322	62	0.1044098573	101.9762239	5.009016251	3	1
kökboyası	NOUN	3	0	3	2	0	0	1	0	Nature & Living Things	plants	3	2	0.0009727626459	0.3646348887	2.686796957	9	4
köken	NOUN	118	2	116	28	6	0	82	2	People & Relationships	lineage	79	12	0.02561608301	14.34230562	4.160283927	5	2
kökenli	ADJ	9	0	9	3	0	0	6	0	People & Relationships	lineage	7	4	0.002269779507	1.093904666	3.084736965	7	3
köklemek	VERB	9	6	3	1	0	1	2	5	Other	other	6	4	0.001945525292	1.093904666	3.084736965	8	3
köklenmek	VERB	6	2	4	4	0	0	0	2	Other	other	4	5	0.001297016861	0.7292697773	2.929835005	9	3
kökleşmek	VERB	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
köklü	ADJ	50	5	45	16	18	0	11	5	History, Politics & Religion	history	36	2	0.01167315175	6.077248144	3.792307141	5	2
köknar	NOUN	77	1	76	9	3	0	64	1	Nature & Living Things	plants	29	16	0.009403372244	9.358962142	3.976831568	6	2
kökten	ADJ	1	1	0	0	0	0	0	1	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
kökçük	NOUN	2	0	2	0	0	0	2	0	Nature & Living Things	plants	1	1	0.0003242542153	0.2430899258	2.56185822	6	2
köle	NOUN	179	30	149	121	21	0	7	30	Violence & Conflict	violence	55	32	0.01783398184	21.75654836	4.34000947	4	2
köleleşmek	VERB	2	1	1	1	0	0	0	1	Violence & Conflict	violence	2	2	0.0006485084306	0.2430899258	2.56185822	10	4
köleleştirmek	VERB	1	0	1	1	0	0	0	0	Violence & Conflict	violence	1	1	0.0003242542153	0.1215449629	2.385766961	13	5
kölelik	NOUN	1	0	1	0	1	0	0	0	Violence & Conflict	violence	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kömbe	NOUN	6	2	4	4	0	0	0	2	Food & Nutrition	dishes	3	2	0.0009727626459	0.7292697773	2.929835005	5	2
kömür	NOUN	363	88	275	60	133	1	82	87	Science & Technology	energy resources	171	24	0.05544747082	44.12082153	4.645838349	5	2
Kömür	PROPN	2	0	2	1	1	0	0	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	5	2
kömürcü	NOUN	1	1	0	0	0	0	0	1	Work & Economy	occupations	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kömürleşmek	VERB	4	0	4	1	0	0	3	0	Other	other	4	2	0.001297016861	0.4861798515	2.78370697	11	4
kömürlü	ADJ	1	0	1	0	1	0	0	0	Science & Technology	energy resources	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
kömürlük	NOUN	6	0	6	3	3	0	0	0	Places & Settlements	places	5	3	0.001621271077	0.7292697773	2.929835005	8	3
köpek	NOUN	3786	1613	2173	863	522	113	788	1500	Nature & Living Things	animals	750	89	0.2431906615	460.1692295	5.66303227	5	2
köpek balığı	NOUN	218	47	171	3	0	14	168	33	Nature & Living Things	animals	55	20	0.01783398184	26.49680191	4.42518108	11	5
köpek dişi	NOUN	7	0	7	0	0	0	7	0	Health & Medicine	body	3	2	0.0009727626459	0.8508147402	2.987826952	9	4
köprü	NOUN	1297	261	1036	407	104	8	525	253	Places & Settlements	city	268	75	0.0869001297	157.6438169	5.198011658	5	2
köprüaltı	NOUN	1	1	0	0	0	0	0	1	Places & Settlements	places	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
Köprübaşı	PROPN	8	3	5	1	0	0	4	3	Other	other	4	4	0.001297016861	0.9723597031	3.038979475	9	4
köprücük	NOUN	10	2	8	0	0	0	8	2	Health & Medicine	body	5	2	0.001621271077	1.215449629	3.126129651	8	3
köprülü	ADJ	20	0	20	1	2	0	17	0	Places & Settlements	places	16	2	0.005188067445	2.430899258	3.40695626	7	3
köpük	NOUN	521	257	264	78	21	4	165	253	Other	other	188	30	0.06095979248	63.32492566	4.802407468	5	2
köpüklenmek	VERB	2	1	1	0	0	0	1	1	Food & Nutrition	food and drinks	2	2	0.0006485084306	0.2430899258	2.56185822	11	4
köpüklü	ADJ	22	15	7	4	3	0	0	15	Food & Nutrition	food and drinks	20	1	0.006485084306	2.673989183	3.446464801	7	3
köpürmek	VERB	53	23	30	18	4	2	8	21	Other	other	41	16	0.01329442283	6.441883033	3.817130725	8	3
köpürtmek	VERB	45	29	16	7	3	3	6	26	Food & Nutrition	food and drinks	33	15	0.01070038911	5.46952333	3.747494797	9	3
köpüş	NOUN	33	31	2	0	0	0	2	31	Nature & Living Things	animals	10	3	0.003242542153	4.010983775	3.616215882	5	2
kör	ADJ	80	8	72	66	1	0	5	8	Health & Medicine	diseases	28	3	0.009079118029	9.723597031	3.993221984	3	1
kör	NOUN	177	68	109	87	2	0	20	68	Health & Medicine	diseases	112	19	0.03631647211	21.51345843	4.335156968	3	1
Kör	PROPN	2	1	1	1	0	0	0	1	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	3	1
kör fare	NOUN	17	0	17	0	0	0	17	0	Nature & Living Things	animals	2	6	0.0006485084306	2.066264369	3.34000947	7	3
kör yılan	NOUN	1	0	1	0	0	0	1	0	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
kördüğüm	NOUN	2	2	0	0	0	0	0	2	Education & Language	idioms	2	1	0.0006485084306	0.2430899258	2.56185822	8	3
körebe	NOUN	67	12	55	10	44	0	1	12	Sports, Games & Recreation	traditional games	33	4	0.01070038911	8.143512513	3.917245878	6	3
körelmek	VERB	8	3	5	3	0	0	2	3	Other	other	7	5	0.002269779507	0.9723597031	3.038979475	8	3
köreltmek	VERB	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
körfez	NOUN	184	13	171	90	9	0	72	13	Earth, Geography & Natural Phenomena	sea	72	34	0.0233463035	22.36427317	4.351908694	6	2
körleme	ADV	13	2	11	0	1	0	10	2	Personality, Values & Behavior	appearance	4	3	0.001297016861	1.580084518	3.230865001	7	3
körling	NOUN	16	0	16	0	4	0	12	0	Sports, Games & Recreation	sports	7	1	0.002269779507	1.944719406	3.315185887	7	2
körlük	NOUN	2	0	2	0	0	0	2	0	Health & Medicine	diseases	1	2	0.0003242542153	0.2430899258	2.56185822	6	2
körpe	ADJ	15	0	15	7	5	0	3	0	Other	other	10	1	0.003242542153	1.823174443	3.288856948	5	2
körük	NOUN	47	5	42	25	0	0	17	5	Objects, Tools & Physical Things	tools	20	11	0.006485084306	5.712613256	3.765978203	5	2
körüklemek	VERB	5	1	4	4	0	0	0	1	Emotions & Mental Processes	anger	3	4	0.0009727626459	0.6077248144	2.862888216	10	4
körüklü	ADJ	4	1	3	0	0	0	3	1	Transportation, Travel & Safety	vehicles	3	1	0.0009727626459	0.4861798515	2.78370697	7	3
kös	NOUN	78	39	39	38	1	0	0	39	Arts, Media & Entertainment	music	36	8	0.01167315175	9.480507105	3.982364057	3	1
kös kös	ADV	22	2	20	20	0	0	0	2	Personality, Values & Behavior	behavior	16	1	0.005188067445	2.673989183	3.446464801	6	2
köse	ADJ	16	5	11	0	0	0	11	5	Personality, Values & Behavior	appearance	16	1	0.005188067445	1.944719406	3.315185887	4	2
kösele	NOUN	5	0	5	5	0	0	0	0	Personal Care & Consumer Life	footwear	3	3	0.0009727626459	0.6077248144	2.862888216	6	3
kösemen	NOUN	6	6	0	0	0	0	0	6	Nature & Living Things	animals	1	1	0.0003242542153	0.7292697773	2.929835005	7	3
köstebek	NOUN	210	124	86	29	10	0	47	124	Nature & Living Things	animals	76	18	0.02464332036	25.52444221	4.409019421	8	3
köstebekgiller	NOUN	16	16	0	0	0	0	0	16	Nature & Living Things	animals	5	5	0.001621271077	1.944719406	3.315185887	14	5
köstek	NOUN	4	3	1	0	1	0	0	3	Objects, Tools & Physical Things	tools	3	2	0.0009727626459	0.4861798515	2.78370697	6	2
kösteklemek	VERB	2	1	1	1	0	0	0	1	Emotions & Mental Processes	action	2	2	0.0006485084306	0.2430899258	2.56185822	11	4
köstekli	ADJ	9	2	7	4	1	0	2	2	Personal Care & Consumer Life	accessories	6	1	0.001945525292	1.093904666	3.084736965	8	3
kötek	NOUN	2	1	1	1	0	0	0	1	Violence & Conflict	violence	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
kötü	ADJ	4519	2906	1613	1282	188	457	143	2449	Other	other	1112	27	0.3605706874	549.2616873	5.7398754	4	2
kötü	NOUN	455	210	245	215	26	29	4	181	Other	other	225	44	0.07295719844	55.30295811	4.743701808	4	2
kötücül	ADJ	10	3	7	7	0	0	0	3	Other	other	7	1	0.002269779507	1.215449629	3.126129651	7	3
kötülemek	VERB	11	6	5	3	1	1	1	5	Personality, Values & Behavior	morality	11	11	0.003566796368	1.336994592	3.163918211	9	4
kötülenmek	VERB	1	1	0	0	0	0	0	1	Personality, Values & Behavior	morality	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
kötüleşmek	VERB	27	11	16	9	1	2	6	9	Other	other	25	16	0.008106355383	3.281713998	3.531894997	10	4
kötüleştirmek	VERB	7	1	6	4	1	0	1	1	Other	other	7	7	0.002269779507	0.8508147402	2.987826952	13	5
kötülük	NOUN	292	140	152	102	43	4	7	136	Violence & Conflict	violence	155	32	0.05025940337	35.49112916	4.551604586	7	3
kötümser	ADJ	13	6	7	0	7	0	0	6	Emotions & Mental Processes	emotions	10	2	0.003242542153	1.580084518	3.230865001	8	3
kötürüm	NOUN	2	2	0	0	0	0	0	2	Health & Medicine	diseases	2	2	0.0006485084306	0.2430899258	2.56185822	7	3
köy	NOUN	3352	900	2452	1677	433	31	342	869	Places & Settlements	village	647	123	0.2097924773	407.4187156	5.610170519	3	1
Köyceğiz	PROPN	16	0	16	3	0	0	13	0	Other	other	6	6	0.001945525292	1.944719406	3.315185887	8	3
köylü	ADJ	508	122	386	327	49	0	10	122	Places & Settlements	village	138	33	0.04474708171	61.74484115	4.791454748	5	2
köylük	NOUN	1	0	1	0	1	0	0	0	Places & Settlements	village	1	1	0.0003242542153	0.1215449629	2.385766961	6	2
köz	NOUN	49	34	15	12	1	0	2	34	Earth, Geography & Natural Phenomena	fire	36	13	0.01167315175	5.955703181	3.78370697	3	1
közlemek	VERB	7	3	4	3	1	0	0	3	Food & Nutrition	dishes	7	7	0.002269779507	0.8508147402	2.987826952	8	3
köçek	NOUN	4	3	1	1	0	0	0	3	Arts, Media & Entertainment	dance	4	3	0.001297016861	0.4861798515	2.78370697	5	2
köçekçe	NOUN	2	0	2	0	2	0	0	0	Arts, Media & Entertainment	dance	2	1	0.0006485084306	0.2430899258	2.56185822	7	3
köşe	NOUN	2822	407	2415	701	535	6	1179	401	Space, Shapes & Properties	directions	707	102	0.2292477302	342.9998853	5.535447843	4	2
köşegen	NOUN	83	1	82	17	41	1	24	0	Space, Shapes & Properties	geometrical shapes	27	14	0.008754863813	10.08823192	4.009016251	7	3
köşek	NOUN	1	0	1	1	0	0	0	0	Nature & Living Things	animals	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
köşeli	ADJ	41	11	30	11	12	0	7	11	Space, Shapes & Properties	geometrical shapes	28	2	0.009079118029	4.983343478	3.707986256	6	3
köşk	NOUN	244	18	226	200	6	0	20	18	Home & Domestic Life	home	41	30	0.01329442283	29.65697094	4.47390305	4	1
kübik	ADJ	5	0	5	0	0	0	5	0	Space, Shapes & Properties	geometrical shapes	3	2	0.0009727626459	0.6077248144	2.862888216	5	2
kübist	NOUN	3	0	3	0	0	0	3	0	Arts, Media & Entertainment	design	2	2	0.0006485084306	0.3646348887	2.686796957	6	2
kübizm	NOUN	34	4	30	0	0	0	30	4	Arts, Media & Entertainment	art	10	6	0.003242542153	4.132528738	3.62880501	6	2
Kübra	PROPN	82	0	82	63	14	0	5	0	Other	other	17	10	0.00551232166	9.966686957	4.003815058	5	2
küf	NOUN	102	15	87	10	12	0	65	15	Food & Nutrition	food and drinks	48	14	0.01556420233	12.39758621	4.09757419	3	1
küfe	NOUN	26	8	18	13	2	0	3	8	Home & Domestic Life	carrying equipment	11	8	0.003566796368	3.160169035	3.51610073	4	2
küffar	NOUN	4	0	4	4	0	0	0	0	History, Politics & Religion	religion	3	3	0.0009727626459	0.4861798515	2.78370697	6	2
küflenmek	VERB	25	8	17	5	4	0	8	8	Food & Nutrition	food and drinks	20	13	0.006485084306	3.038624072	3.499710313	9	3
küflü	ADJ	2	0	2	0	0	0	2	0	Food & Nutrition	food and drinks	1	1	0.0003242542153	0.2430899258	2.56185822	5	2
küfretmek	VERB	8	8	0	0	0	6	0	2	Emotions & Mental Processes	anger	7	7	0.002269779507	0.9723597031	3.038979475	9	3
küfür	NOUN	42	27	15	13	1	10	1	17	Personality, Values & Behavior	morality	32	13	0.01037613489	5.104888441	3.718205421	5	2
küheylan	NOUN	22	18	4	3	1	0	0	18	Nature & Living Things	animals	12	3	0.003891050584	2.673989183	3.446464801	8	3
kükreme	NOUN	8	4	4	4	0	0	0	4	Sound & Communication Phenomena	sounds	6	6	0.001945525292	0.9723597031	3.038979475	7	3
kükremek	VERB	188	49	139	105	22	0	12	49	Sound & Communication Phenomena	sounds	85	44	0.0275616083	22.85045302	4.36119877	8	3
kükreyiş	NOUN	4	1	3	3	0	0	0	1	Sound & Communication Phenomena	sounds	2	4	0.0006485084306	0.4861798515	2.78370697	8	3
kükürt	NOUN	69	8	61	3	0	0	58	8	Science & Technology	chemical elements	38	6	0.01232166018	8.386602439	3.929835005	6	2
kükürtdioksit	NOUN	4	0	4	0	0	0	4	0	Science & Technology	chemical elements	4	2	0.001297016861	0.4861798515	2.78370697	13	5
kükürtlenmek	VERB	1	1	0	0	0	0	0	1	Science & Technology	chemical elements	1	1	0.0003242542153	0.1215449629	2.385766961	12	4
kükürtlü	ADJ	4	0	4	0	0	0	4	0	Science & Technology	chemical elements	3	1	0.0009727626459	0.4861798515	2.78370697	8	3
kül	NOUN	228	45	183	77	35	0	71	45	Other	other	132	30	0.04280155642	27.71225154	4.444572448	3	1
külah	NOUN	154	29	125	47	17	1	61	28	Other	other	66	31	0.02140077821	18.71792428	4.275068664	5	2
külahlı	ADJ	1	0	1	0	1	0	0	0	Personal Care & Consumer Life	clothing	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
külek	NOUN	1	0	1	0	0	0	1	0	Home & Domestic Life	carrying equipment	1	1	0.0003242542153	0.1215449629	2.385766961	5	2
külfetsiz	ADJ	1	0	1	1	0	0	0	0	Personality, Values & Behavior	behavior	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
külhanbeyi	NOUN	1	0	1	1	0	0	0	0	History, Politics & Religion	historical figures	1	1	0.0003242542153	0.1215449629	2.385766961	10	4
külkedisi	ADJ	1	1	0	0	0	0	0	1	Literature & Publishing	fairytale	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
küllemek	VERB	4	0	4	4	0	0	0	0	Other	other	4	4	0.001297016861	0.4861798515	2.78370697	8	3
küllenmek	VERB	1	0	1	1	0	0	0	0	Other	other	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
külli	ADJ	7	0	7	6	0	0	1	0	Other	other	3	1	0.0009727626459	0.8508147402	2.987826952	5	2
külliye	NOUN	77	5	72	57	0	0	15	5	Places & Settlements	places	17	26	0.00551232166	9.358962142	3.976831568	7	3
külliyen	ADV	3	2	1	1	0	0	0	2	Education & Language	grammar	3	1	0.0009727626459	0.3646348887	2.686796957	8	3
külot	NOUN	9	5	4	2	2	1	0	4	Personal Care & Consumer Life	clothing	6	3	0.001945525292	1.093904666	3.084736965	5	2
kültür	NOUN	1459	136	1323	246	718	78	359	58	Places & Settlements	civilizations	329	62	0.1066796368	177.3341008	5.249089821	6	2
kültürel	ADJ	403	9	394	34	248	4	112	5	Places & Settlements	civilizations	98	2	0.0317769131	48.98262004	4.69111833	8	3
kültürlü	ADJ	23	7	16	11	4	0	1	7	Personality, Values & Behavior	personality	16	3	0.005188067445	2.795534146	3.464948207	8	3
kültürsüz	ADJ	1	0	1	1	0	0	0	0	Personality, Values & Behavior	personality	1	1	0.0003242542153	0.1215449629	2.385766961	9	3
külçe	NOUN	20	0	20	5	0	0	15	0	Time, Numbers & Measurement	units of measurement	9	11	0.002918287938	2.430899258	3.40695626	5	2
külüstür	ADJ	1	1	0	0	0	0	0	1	Personality, Values & Behavior	appearance	1	1	0.0003242542153	0.1215449629	2.385766961	8	3
külüstür	NOUN	31	29	2	2	0	0	0	29	Transportation, Travel & Safety	vehicles	11	8	0.003566796368	3.767893849	3.589886944	8	3
kümbet	NOUN	16	0	16	11	0	0	5	0	Places & Settlements	places	6	6	0.001945525292	1.944719406	3.315185887	6	2
küme	NOUN	662	43	619	36	64	2	519	41	Space, Shapes & Properties	geometrical shapes	203	48	0.06582360571	80.46276543	4.906250494	4	2
küme bulut	NOUN	1	0	1	0	0	0	1	0	Earth, Geography & Natural Phenomena	natural phenomena	1	1	0.0003242542153	0.1215449629	2.385766961	9	4
kümelemek	VERB	6	0	6	1	0	0	5	0	Other	other	4	3	0.001297016861	0.7292697773	2.929835005	9	4
kümelenmek	VERB	21	3	18	9	0	0	9	3	Other	other	17	16	0.00551232166	2.552444221	3.427159646	10	4
kümeleşmek	VERB	2	0	2	0	0	0	2	0	Other	other	2	2	0.0006485084306	0.2430899258	2.56185822	10	4
kümes	NOUN	277	55	222	57	133	14	32	41	Nature & Living Things	animals	116	26	0.03761348898	33.66795472	4.528781761	5	2
kümülonimbus	NOUN	9	0	9	0	0	0	9	0	Earth, Geography & Natural Phenomena	meteorology	4	2	0.001297016861	1.093904666	3.084736965	12	5
kümülüs	NOUN	18	0	18	2	1	0	15	0	Earth, Geography & Natural Phenomena	meteorology	7	3	0.002269779507	2.187809332	3.363490566	7	3
künde	NOUN	2	0	2	2	0	0	0	0	Sports, Games & Recreation	sports	2	1	0.0006485084306	0.2430899258	2.56185822	5	2
künefe	NOUN	131	107	24	20	3	5	1	102	Food & Nutrition	dishes	45	12	0.01459143969	15.92239014	4.205310897	6	3
künefeci	NOUN	4	3	1	0	0	0	1	3	Work & Economy	occupations	3	2	0.0009727626459	0.4861798515	2.78370697	8	4
künk	NOUN	1	0	1	0	0	0	1	0	Home & Domestic Life	home	1	1	0.0003242542153	0.1215449629	2.385766961	4	1
künye	NOUN	32	3	29	26	2	0	1	3	Other	other	10	9	0.003242542153	3.889438812	3.603250905	5	2
küp	NOUN	826	184	642	119	256	0	267	184	Space, Shapes & Properties	geometrical shapes	236	55	0.07652399481	100.3961393	5.002242475	3	1
küpe	NOUN	87	32	55	28	14	3	13	29	Personal Care & Consumer Life	accessories	63	14	0.02042801556	10.57441177	4.029219637	4	2
küpe çiçeğigiller	NOUN	1	0	1	1	0	0	0	0	Nature & Living Things	plants	1	1	0.0003242542153	0.1215449629	2.385766961	16	7
küpeli	ADJ	5	0	5	4	0	0	1	0	Personal Care & Consumer Life	accessories	3	2	0.0009727626459	0.6077248144	2.862888216	6	3
küpeşte	NOUN	3	0	3	2	0	0	1	0	Earth, Geography & Natural Phenomena	sea	2	3	0.0006485084306	0.3646348887	2.686796957	7	3
kür	NOUN	42	18	24	24	0	0	0	18	Health & Medicine	diseases	28	9	0.009079118029	5.104888441	3.718205421	3	1
küratör	NOUN	3	0	3	0	0	0	3	0	Work & Economy	occupations	1	2	0.0003242542153	0.3646348887	2.686796957	7	3
kürdan	NOUN	182	22	160	9	26	2	125	20	Home & Domestic Life	kitchen utensils	64	13	0.02075226978	22.12118325	4.347188055	6	2
küre	NOUN	973	162	811	358	132	12	321	150	Space, Shapes & Properties	geometrical shapes	245	69	0.07944228275	118.2632489	5.073295922	4	2
kürek	NOUN	534	217	317	174	34	1	109	216	Objects, Tools & Physical Things	tools	259	34	0.08398184176	64.90501018	4.813090747	5	2
kürekçi	NOUN	16	3	13	3	0	0	10	3	Work & Economy	occupations	7	10	0.002269779507	1.944719406	3.315185887	7	3
küremek	VERB	26	14	12	2	0	0	10	14	Other	other	18	8	0.005836575875	3.160169035	3.51610073	7	3
küremsi	ADJ	1	0	1	0	0	0	1	0	Space, Shapes & Properties	geometrical shapes	1	1	0.0003242542153	0.1215449629	2.385766961	7	3
